1000, 20090340
2000, 62314261
3000, 142698203
4000, 348279169
5000, 598034210
6000, 1094612176
7000, 1274902467
8000, 1610930271
9000, 2537949666
10000, 3077585620
11000, 3767107423
12000, 4774566892
13000, 5261604447
14000, 6652997797
15000, 7447473756
16000, 9173030372
17000, 10009451785
18000, 11274549110
19000, 12161010387
20000, 14093129151
21000, 15485867702
22000, 17814728589
23000, 19263425891
24000, 20764524800
25000, 22228666473
26000, 24574103962
27000, 26896219049
28000, 28549928922
29000, 30684232438
30000, 32886205620
