1000, 320976
2000, 1262905
3000, 2111140
4000, 37927720
5000, 59340029
6000, 79256255
7000, 108401239
8000, 79076084
9000, 109228135
10000, 144306381
11000, 196071960
12000, 192974663
13000, 309318436
14000, 219326986
15000, 358739886
16000, 325381415
17000, 575000709
18000, 417871119
19000, 496696218
20000, 843345237
21000, 871988243
22000, 808932982
23000, 794163221
24000, 910871971
25000, 1132422509
26000, 1127356494
27000, 1464448215
28000, 1550768441
29000, 1624403482
30000, 1525896313
31000, 1847717839
32000, 1494612639
33000, 1909447768
34000, 2738798744
35000, 2309532816
36000, 2401933125
37000, 2652252943
38000, 2196758118
39000, 2892321675
40000, 2579342859
41000, 2812490156
42000, 2967019790
43000, 4091667804
44000, 3934487378
45000, 3757673252
46000, 4114806331
47000, 4723113920
48000, 3760300745
49000, 4019608279
50000, 5208839893
