1000, 71302
2000, 140891
3000, 199336
4000, 283237
5000, 354281
6000, 463495
7000, 8245237
8000, 617414
9000, 635652
10000, 706475
11000, 921253
12000, 4675372
13000, 917845
14000, 1038055
15000, 10517876
16000, 1217513
17000, 9398192
18000, 14134111
19000, 1340776
20000, 6918013
21000, 3754363
22000, 9994745
23000, 13480386
24000, 2701151
25000, 1901273
26000, 10781878
27000, 7800592
28000, 17424307
29000, 5001072
30000, 4503723
31000, 5484696
32000, 11462271
33000, 21449214
34000, 14207900
35000, 7528372
36000, 21151467
37000, 6907499
38000, 10752209
39000, 17924400
40000, 16699954
41000, 15527432
42000, 22208730
43000, 10867622
44000, 19856199
45000, 20545059
46000, 22121015
47000, 10390577
48000, 20615654
49000, 11537246
50000, 15322312
