1000, 114842
2000, 261002
3000, 14487491
4000, 623686
5000, 753377
6000, 26212502
7000, 1168930
8000, 1516462
9000, 1591337
10000, 3332537
11000, 2525725
12000, 2337849
13000, 2496120
14000, 8261845
15000, 11614485
16000, 23774919
17000, 8765707
18000, 8732356
19000, 15403954
20000, 25151847
21000, 22120527
22000, 6614865
23000, 31430785
24000, 28568259
25000, 17742956
26000, 18489257
27000, 37203088
28000, 29110534
29000, 24188326
30000, 35580023
31000, 43181132
32000, 35359474
33000, 31059871
34000, 31609912
35000, 50385553
36000, 40275878
37000, 68397780
38000, 37483650
39000, 56801458
40000, 54256041
41000, 54354477
42000, 52879903
43000, 60443158
44000, 39016997
45000, 84505743
46000, 56344705
47000, 59400177
48000, 53553711
49000, 48937791
50000, 49318279
