1000, 4329908
2000, 4133081
3000, 34128654
4000, 35064370
5000, 31515668
6000, 64034431
7000, 65479573
8000, 78297206
9000, 94295919
10000, 123670543
11000, 121266947
12000, 149018286
13000, 158610793
14000, 161601840
15000, 176397138
16000, 215469427
17000, 208267091
18000, 231897545
19000, 239288557
20000, 248731810
21000, 259521444
22000, 300610913
23000, 318707569
24000, 340871118
25000, 349073352
26000, 367403496
27000, 462697318
28000, 380687187
29000, 428962545
30000, 665402063
31000, 684103910
32000, 695051921
33000, 662158154
34000, 695907259
35000, 796046400
36000, 722971696
37000, 742515131
38000, 731746363
39000, 751087061
40000, 815946977
41000, 812257635
42000, 935212613
43000, 849190328
44000, 902770112
45000, 891648385
46000, 885810203
47000, 1043987522
48000, 936693863
49000, 1066775164
50000, 967790946
