1000, 104686
2000, 206442
3000, 309247
4000, 411660
5000, 511276
6000, 614213
7000, 712216
8000, 998646
9000, 921272
10000, 1020235
11000, 1121595
12000, 1271793
13000, 1385274
14000, 1501436
15000, 1579604
16000, 1682723
17000, 1734091
18000, 1895946
19000, 1935748
20000, 2490879
21000, 2170820
22000, 2331999
23000, 2459489
24000, 2525896
25000, 2708098
26000, 2874538
27000, 2954962
28000, 3034613
29000, 3112887
30000, 3254513
31000, 3227827
32000, 3308917
33000, 3432585
34000, 3530304
35000, 3722893
36000, 3689295
37000, 3789208
38000, 4034208
39000, 4118780
40000, 4207255
41000, 4388826
42000, 4482369
43000, 4675079
44000, 4537977
45000, 4964140
46000, 4928687
47000, 5024767
48000, 4985719
49000, 5164786
50000, 5256645
