1000, 902044
11000, 16284077
21000, 33021368
31000, 33464342
41000, 74106155
51000, 89350050
61000, 63101169
71000, 146741511
81000, 120754601
91000, 154937941
101000, 133415701
111000, 129107999
121000, 124590308
131000, 136822442
141000, 245685400
151000, 250067414
161000, 243489888
171000, 251196855
181000, 267707324
191000, 248056956
201000, 249160292
211000, 253847450
221000, 263950756
231000, 253658226
241000, 262207690
251000, 253789708
261000, 271626980
271000, 479257101
281000, 479921790
291000, 481909997
301000, 490114939
311000, 479999503
321000, 485065704
331000, 490620580
341000, 518555334
351000, 505730905
361000, 530033887
371000, 498155825
381000, 513424771
391000, 499934077
401000, 503725479
411000, 539853726
421000, 759057346
431000, 545699574
441000, 553134824
451000, 559710057
461000, 560006003
471000, 515405296
481000, 535482219
491000, 629156413
