1000, 8257852
2000, 32464294
3000, 70954446
4000, 120897130
5000, 203271976
6000, 536360823
7000, 818868075
8000, 1107826634
9000, 1772126414
10000, 2223480431
11000, 3098560647
12000, 3892387350
13000, 5019092699
14000, 5925788682
15000, 7369227981
16000, 8760290509
17000, 10621220633
18000, 11692049566
19000, 13868762830
20000, 15808994937
21000, 18031595319
22000, 20707790355
23000, 23163879132
24000, 25541067285
25000, 28129125485
26000, 31106237357
27000, 34249672072
28000, 42066342237
29000, 40475494542
30000, 44071066677
31000, 47489666733
32000, 50919205053
33000, 55320389242
34000, 58837118931
35000, 62972000913
36000, 67234348480
37000, 71366990164
38000, 75883336651
39000, 79919233194
40000, 85165919631
41000, 89347859740
42000, 95412819079
43000, 99712997336
44000, 105244139671
45000, 111007522488
46000, 116860808574
47000, 121574818014
48000, 129596146490
49000, 138544084237
50000, 138627059862
