1000, 12631044
2000, 49172427
3000, 110300786
4000, 203896140
5000, 314814567
6000, 433824899
7000, 589638224
8000, 803275675
9000, 977396335
10000, 1221229397
11000, 1713506393
12000, 1754110128
13000, 2167217404
14000, 2401735676
15000, 2825519092
16000, 3135452918
17000, 3511033121
18000, 4050033129
19000, 4455874725
20000, 4933168983
21000, 5410687208
22000, 6066408494
23000, 6836442660
24000, 7202389373
25000, 8129082029
26000, 8524288686
27000, 9040562441
28000, 9718965063
29000, 10532607462
30000, 11129480618
31000, 11969307251
32000, 12661139454
33000, 13458899844
34000, 14325010150
35000, 15184900070
36000, 16147557417
37000, 17512726170
38000, 18110321097
39000, 19100935202
40000, 20027225832
41000, 21367347850
42000, 22804808544
43000, 23558724658
44000, 24263878180
45000, 25892216027
46000, 26439660334
47000, 27669727540
48000, 28817732149
49000, 30377731456
50000, 31204372553
