1, 21168
2, 6010
3, 6454
4, 7023
5, 7348
6, 8053
7, 8614
8, 8393
9, 9453
10, 9576
11, 9876
12, 11568
13, 11554
14, 12315
15, 13266
16, 13046
17, 14517
18, 15283
19, 16178
20, 16276
21, 17533
22, 17388
23, 17906
24, 19161
25, 19482
26, 19571
27, 22215
28, 22687
29, 21581
30, 24431
31, 23713
32, 26257
33, 26259
34, 26921
35, 40212
36, 28483
37, 31805
38, 30495
39, 32377
40, 33865
41, 32777
42, 36251
43, 37394
44, 38105
45, 39321
46, 40579
47, 41204
48, 42127
49, 44096
50, 56018
51, 48257
52, 46483
53, 49762
54, 47930
55, 51731
56, 50189
57, 53220
58, 55102
59, 53471
60, 153601
61, 72734
62, 59141
63, 63644
64, 62774
65, 169029
66, 67316
67, 67928
68, 68030
69, 72770
70, 71736
71, 86399
72, 75792
73, 78609
74, 78318
75, 80452
76, 77185
77, 84056
78, 82474
79, 98303
80, 89108
81, 90519
82, 188496
83, 96039
84, 96515
85, 99583
86, 99365
87, 115727
88, 103879
89, 105047
90, 109219
91, 107195
92, 106371
93, 125979
94, 115173
95, 114903
96, 144792
97, 122356
98, 122798
99, 126042
100, 207086
101, 209936
102, 129586
103, 131668
104, 133034
105, 128516
106, 152840
107, 141361
108, 144190
109, 145688
110, 140539
111, 150821
112, 163737
113, 154310
114, 158583
115, 158037
116, 156064
117, 500289
118, 164149
119, 230915
120, 171349
121, 167835
122, 186490
123, 181151
124, 178741
125, 184103
126, 173941
127, 199442
128, 185601
129, 194336
130, 247961
131, 250431
132, 270405
133, 204782
134, 200613
135, 207000
136, 216445
137, 395254
138, 215481
139, 276760
140, 653815
141, 241601
142, 232071
143, 223161
144, 235653
145, 284006
146, 238669
147, 249188
148, 238105
149, 252579
150, 363232
151, 250545
152, 248821
153, 370655
154, 265558
155, 260908
156, 279368
157, 246887
158, 301446
159, 269574
160, 384109
161, 270860
162, 427627
163, 288966
164, 282620
165, 299989
166, 304383
167, 474070
168, 290195
169, 308719
170, 306231
171, 307737
172, 317887
173, 332323
174, 321079
175, 421407
176, 318109
177, 414416
178, 337981
179, 332631
180, 356114
181, 343788
182, 369721
183, 343596
184, 353754
185, 347552
186, 357943
187, 440957
188, 357966
189, 566301
190, 403896
191, 374949
192, 371457
193, 391198
194, 425981
